code,title
P51,Hemoragia ombilicala a nou-nascutului nascutului Exclude: omfalita cu hemoragie usoara
P51.0,Hemoragia ombilicala masiva a nou nascutului Alte hemoragii ombilicale ale nou- nascutului Alunecarea ligaturii ombilicale NOS
P51.9,"Hemoragia ombilicala a nou-nascutului, nespecificata"
P52,Hemoragia intracraniana netraumatica a fatului si nou-nascutului netraumatica a fatului si nou- nascutului Include: hemoragia intracraniana datorita anoxiei sau hipoxiei Exclude: hemoragia intracraniana datorita: - traumatism obstretical - leziunea mamei (P00.5) - alte leziuni (S06.-)
P52.0,"Hemoragia intraventriculara (netraumatica), gradul 1, a fatului si nou-nascutului Hemoragia subependimala (fara extindere intraventriculara)"
P52.1,"Hemoragia intraventriculara (netraumatica), gradul 2, a fatului si nou-nascutului Hemoragia subependimala cu extindere intraventriculara"
P52.2,"Hemoragia intraventriculara (netraumatica), gradul 3, a fatului si nou-nascutului Hemoragia subependimala atat cu extindere intraventriculara cat si cu extindere intracerebrala"
P52.3,"Hemoragia intraventriculara (netraumatica) a fatului si nou- nascutului, nespecificata Hemoragia intracerebrala (netraumatica) a fatului si nou-nascutului Hemoragia subarahnoida (netraumatica) a fatului si nou-nascutului Hemoragia cerebelara si a fosei posterioare (netraumatica) a fatului si nou-nascutului Alte hemoragii intracraniene (netraumatice) ale fatului si nou- nascutului Hemoragia intracraniana (netraumatica) a fatului si nou-nascutului, nespecificata"
P53,Boala hemoragica a fatului si nou-nascutului Boala hemoragica a fatului si nou- nascutului Deficienta in vitamina K la nou-nascut
P54,Alte hemoragii neonatale Exclude: pierderea de sange fetal (P50.-) hemoragia pulmonara survenind in perioada perinatala (P26.-)
P54.0,Hematemeza neonatala Exclude: cea datorita deglutitiei de sange matern (P78.2) Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 337
P54.1,Melena neonatala Exclude: cea datorita deglutitiei de sange matern (P78.2)
P54.2,Hemoragia rectala neonatala
P54.3,Alte hemoragii gastro-intestinale neonatale Hemoragia suprarenala neonatala
P54.5,Hemoragia cutanata neonatala Contuzii la fat sau nou-nascut Echimoze la fat sau nou-nascut Petesii la fat sau nou-nascut Hematom superficial la fat sau nou-nascut Exclude: contuzia scalpului datorita traumatismului la nastere cefalohematom datorita traumatismului la nastere Hemoragia vaginala neonatala Pseudomenstruatia
P54.8,Alte hemoragii neonatale specificate
P54.9,"Hemoragia neonatala, nespecificata"
P55,"Boala hemolitica imuna la fat si nou-nascut nascut Izoimunizare Rh a fatului si nou- nascutului Izoimunizare ABO a fatului si nou- nascutului Alte boli hemolitice imune ale fatului si nou-nascutului Boala hemolitica a fatului si nou- nascutului, nespecificata 253 Alte afec ţiuni survenind în perioada perinatal ă 254 Spina bifida Q05 255 Alte malforma ţii congenitale ale sistemului nervos 256 Malforma ţii congenitale ale sistemului circulator 257 Fisura labial ă şi fisura palatin ă 258 Absen ţa congenitală, atrezia şi stenoza intestinului sub ţire"
P56,Anasarca feto-placentara datorita bolii hemolitice bolii hemolitice Exclude: anasarca feto-placentara: - nedatorita bolii hemolitice
P56.0,Anasarca feto-placentara datorita izoimunizarii Anasarca feto-placentara datorita altor boli hemolitice nespecificate
P57,Icter nuclear [kernicterus]
P57.0,Icter nuclear datorita izoimunizarii
P57.8,Alte forme specificate de icter nuclear Exclude: sindromul Crigler-Najjar (E80.5)
P57.9,"Icter nuclear, nespecificat"
P58,Icter neonatal datorita altor hemolize excesive hemolize excesive Exclude: icter datorita izoimunizarii
P58.0,Icter neonatal datorit contuziilor
P58.1,Icter neonatal datorit sangerarii
P58.2,Icter neonatal datorit unei infectii
P58.3,Icter neonatal datorit unei policitemii
P58.4,"Icter neonatal datorit medicamentelor sau toxinelor transmise de mama sau administrate nou-nascutului Folositi un cod aditional pentru cauza externa (Capitolul XX) pentru a identifica medicamentul, daca este provocat medicamentos."
P58.5,"Icter neonatal datorit deglutitiei sangelui matern Icter neonatal datorit altor hemolize excesive specificate Icter neonatal datorit unei hemolize excesive, nespecificat"
P59,Icter neonatal din alte cauze si nespecificate nespecificate Exclude: datorita erorilor intrinseci de metabolism (E70-E90) icter nuclear [kernicterus]
P59.0,Icter neonatal asociat nasterii inainte de termen Hiperbilirubinemia prematuritatii Icter datorit conjugarii intarziate asociata cu nasterea inainte de termen
P59.1,"Sindromul ""bilei ingrosate"""
P59.2,Icter neonatal datorit altor leziuni hepato-celulare si nespecificate Exclude: hepatita virala congenitala
P59.3,"Icter neonatal datorit inhibitorilor de lactatie Icter neonatal datorit altor cauze specificate Icter neonatal, nespecificat Icter fiziologic (intens) (prelungit) NOS"
P60,Coagularea intravasculara diseminata la fat si nou-nascut Coagularea intravasculara diseminata la fat si nou-nascut Sindromul de defibrinare la fat si nou- nascut
P61,Alte tulburari hematologice ale perioadei perinatale Tulburari endocrine si metabolice tranzitorii specifice fatului si nou- nascutului (P70-P74) perioadei perinatale Exclude: hipergammaglobulinemia tranzitorie a primei copilarii Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 338
P61.0,Trombocitopenia neonatala tranzitorie Trombocitopenia neonatala datorita: - transfuzie - trombocitopenia materna idiopatica - izoimunizare
P61.1,Policitemia nou-nascutului
P61.2,Anemia prematuritatii
P61.3,"Anemia congenitala prin pierderi de sange fetal Alte anemii congenitale, neclasificate altundeva Anemia congenitala NOS"
P61.5,Neutropenia neonatala tranzitorie
P61.6,"Alte tulburari tranzitorii ale coagularii in perioada neonatala Alte tulburari hematologice specificate ale perioadei perinatale Tulburari hematologice ale perioadei perinatale, nespecificate Tulburari endocrine si metabolice tranzitorii specifice fatului si nou- nascutului (P70-P74) Include: perturbari metabolice si endocrine tranzitorii cauzate de raspunsul copilului la factorii endocrini si de metabolism materni, sau adaptarea sa la existenta extrauterina"
P70,"Tulburari tranzitorii de metabolism al carbohidratilor specifice fatului si nou-nascutului metabolice tranzitorii specifice fatului si nou-nascutului al carbohidratilor specifice fatului si nou-nascutului /UIdown 0401, Sindromul copilului a carui mama are un diabet gestational /UIdown 0401, Sindromul copilului cu mama diabetica Diabet mellitus matern (preexistent) afectand fatul sau nou-nascutul (cu hipoglicemie)"
P70.2,Diabet mellitus neonatal
P70.3,Hipoglicemia neonatala iatrogena
P70.4,Alte hipoglicemii neonatale Hipoglicemia neonatala tranzitorie
P70.8,Alte tulburari tranzitorii de metabolism al carbohidratilor la fat si nou-nascut
P70.9,"Tulburari tranzitorii de metabolism al carbohidratilor la fat si nou-nascut, nespecificate"
P71,Tulburari tranzitorii neonatale ale metabolismului calciului si magneziului metabolismului calciului si magneziului
P71.0,Hipocalcemia nou-nascutului datorita laptelui de vaca
P71.1,Alte hipocalcemii ale nou-nascutului Exclude: hipoparatiroidism neonatal
P71.2,Hipomagnezemia neonatala
P71.3,Tetania neonatala fara carenta in calciu si magneziu Tetania neonatala NOS
P71.4,Hipoparatiroidism neonatal tranzitoriu
P71.8,Alte tulburari tranzitorii neonatale de metabolism al calciului si magneziului
P71.9,"Tulburari tranzitorii neonatale de metabolism al calciului si magneziului, nespecificate"
P72,Alte tulburari endocrine neonatale tranzitorii tranzitorii Exclude: hipotiroidism congenital cu sau fara gusa gusa dishormogenetica sindromul Pendred (E07.1)
P72.0,"Gusa neonatala, neclasificata altundeva Gusa congenitala tranzitorie cu functionare normala"
P72.1,Hipertiroidism neonatal tranzitoriu Tireotoxicoza neonatala
P72.2,"Alte tulburari neonatale tranzitorii ale functiei tiroidiene, neclasificate altundeva Hipotiroidism neonatal tranzitoriu"
P72.8,Alte tulburari endocrine neonatale tranzitorii specificate
P72.9,Tulburari endocrine neonatale tranzitorii nespecificate
P74,Alte perturbari electrolitice si metabolice neonatale tranzitorii Tulburari ale sistemului digestiv al fatului si nou-nascutului (P75-P78) P75* Ileus meconial in fibroza chistica (E84.1†) metabolice neonatale tranzitorii
P74.0,Acidoza metabolica a nou-nascutului Acidoza metabolica tardiva a nou- nascutului
P74.1,Deshidratarea nou-nascutului
P74.2,Pertubarea echilibrului sodiului la nou nascut
P74.20,"/circlestar Pertubarea echilibrului sodiului la nou- nascut, nespecificata"
P74.21,/circlestar Hipernatremia la nou-nascut
P74.22,/circlestar Hiponatremia la nou-nascut
P74.29,/circlestar Alte pertubari ale echilibrului sodiului la nou-nascut
P74.3,Pertubarea echilibrului potasiului la nou-nascut
P74.30,"/circlestar Pertubarea echilibrului potasiului la nou-nascut, nespecificata"
P74.31,/circlestar Hiperkalemia nou-nascutului Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 339
P74.32,/circlestar Hipokalemia nou-nascutului
P74.39,/circlestar Alte pertubari ale echilibrului potasiului la nou-nascut
P74.4,Alte perturbari electrolitice tranzitorii la nou-nascut
P74.5,Tirozinemia tranzitorie la nou-nascut
P74.8,Alte perturbari metabolice tranzitorii ale nou-nascutului Disfunctia renala tranzitorie la nou- nascut
P74.9,"Perturbari metabolice tranzitorii ale nou-nascutului, nespecificate Tulburari ale sistemului digestiv al fatului si nou-nascutului (P75-P78) P75* Ileus meconial in fibroza chistica †)"
P75,P78 Tulburari ale sistemului digestiv al fatului si nou- nascutului
P76,Alte obstructii intestinale la nou-nascut nascut Exclude: obstructia intestinala clasificabila la K56.-
P76.0,Sindromul dopului meconial Ileus meconial
P76.1,Ileus tranzitoriu al nou-nascutului Exclude: boala Hirschsprung (Q43.1-)
P76.2,Obstructia intestinala datorita laptelui ingrosat
P76.8,Alte obstructii intestinale specificate ale nou-nascutului
P76.9,"Obstructia intestinala a nou-nascutului, nespecificata"
P77,Enterocolita necrozanta a fatului si nou nascutului Enterocolita necrozanta a fatului si nou-nascutului
P78,Alte tulburari perinatale ale sistemului digest iv Afectiuni implicand tegumentul si reglarea termica a fatului si nou- nascutului (P80-P83) sistemului digestiv Exclude: hemoragia gastro-intestinala neonatala (P54.0-P54.3)
P78.0,Perforatia intestinala perinatala Peritonita meconiana
P78.1,Alte peritonite neonatale Peritonita neonatala NOS
P78.2,Hematemeza si melena neonatala datorita deglutitiei de sange matern
P78.3,Diareea neinfectioasa neonatala Diareea neonatala NOS Exclude: diareea neonatala NOS in tarile unde afectiunea poate fi presupusa a avea origine infectioasa (A09)
P78.8,Alte tulburari perinatale specificate ale sistemului digestiv Ciroza congenitala (a ficatului) Ulcer peptic la nou-nascut
P78.9,"Tulburare perinatala a sistemului digestiv, nespecificata Afectiuni implicand tegumentul si reglarea termica a fatului si nou- nascutului (P80-P83)"
P80,Hipotermia nou-nascutului Lista categoriilor cu trei caractere Lista Tabelar ă a Bolilor ICD-10-AM 2002 22a si reglarea termica a fatului si nou-nascutului
P80.0,"Sindromul hipotermic al nou-nascutului Hipotermia severa si de obicei cronica asociata cu o coloratie roz, edem si anomalii neurologice si biochimice. Exclude: hipotermia usoara la nou-nascut"
P80.8,Alte forme de hipotermie la nou-nascut Hipotermia usoara la nou-nascut
P80.9,"Hipotermia nou-nascutului, nespecificata"
P81,"Alte tulburari ale reglarii termice la nou-nasc ut nou-nascut Hipertermia nou-nascutului datorita mediului Alte tulburari specificate ale reglarii termice la nou-nascut Tulburari ale reglarii termice la nou- nascut, nespecificate Febra nou-nascutului NOS"
P83,Alte afectiuni ale tegumentelor specifice fatul ui si nou-nascutului Alte afectiuni cu originea in perioada perinatala (P90-P96) specifice fatului si nou-nascutului Exclude: malformatii congenitale ale pielii si tegumentelor (Q80-Q84) cruste solzoase ale scalpului dermita (iritatia de scutec) (L22) anasarca feto-placentara datorita bolii hemolitice infectia pielii in perioada neonatala (P39.4) sindromul stafilococic al necrozei epidermice toxice (L00)
P83.0,Scleremul nou-nascutului
P83.1,Eritemul toxic al nou-nascutului
P83.2,Anasarca feto-placentara nedatorita unei boli hemolitice Anasarca feto-placentara NOS
P83.3,"Edeme, altele si nespecificate, specifice fatului si nou-nascutului Congestia sanului la nou-nascut Mastita neinfectioasa a nou-nascutului Unele afectiuni ale caror origine se situeaza in perioada perinatala Lista Tabelar ă a Bolilor ICD-10-AM 2002 340 /UIdown Hidrocel congenital"
P83.6,Polip ombilical al nou-nascutului
P83.8,"Alte afectiuni specificate ale tegumentelor, specifice fatului si nou- nascutului Sindromul de ""bebelus bronzat"" Scleroderma neonatala Urticaria neonatala"
P83.9,"Afectiune a tegumentelor specifica fatului si nou-nascutului, nespecificata Alte afectiuni cu originea in perioada perinatala (P90-P96)"
P90,"P96 Alte afectiuni cu originea in perioada perinatala Categoriile cu asterisc de la acest P75* Ileus meconial in fibroza chistica (E84.1 †) Include: afectiuni care isi au originea in perioada perinatala chiar daca decesul sau morbiditatea se produc mai tarziu Exclude: malformatii congenitale, deformatii si anomalii cromozomiale (Q00-Q99) boli endocrine, de nutritie si metabolism leziuni traumatice, otraviri si alte consecinte ale cauzelor externe tumori maligne (C00-D48) tetanus neonatal (A33) Fat si nou-nascut afectati de factori materni si de complicatiile sarcinii, nasterii si lauziei (P00-P04) /UIdown 1609 Include: afectiunile materne mentionate numai cand sunt specificate drept cauza a mortalitatii si morbiditatii la fat sau nou-nascut Convulsii ale nou-nascutului Exclude: convulsii neonatale benigne (familiale) (G40.3-)"
P91,Alte tulburari cerebrale ale nou-nascutului nascutului
P91.0,Ischemia cerebrala neonatala
P91.1,Chist periventricular dobandit al nou nascutului Chist poroencefalic dobandit al nou- nascutului
